cycle_no,timestamp,motor_id,rpm,temperature_C,vibration_mm_s,current_A,voltage_V,power_W,torque_Nm,failure
4424,2025-01-04 09:43:00,BLM_03,3131.0,71.078,2.8372,15.76,47.0,499.87,2.1,0
4425,2025-01-04 09:44:00,BLM_03,2742.0,79.74,4.0375,12.91,48.48,585.19,2.22,0
4426,2025-01-04 09:45:00,BLM_02,3056.0,61.492000000000004,4.017799999999999,9.55,48.53,518.33,2.0,0
4427,2025-01-04 09:46:00,BLM_03,3205.0,80.524,3.9781,13.03,45.55,619.63,1.91,0
4428,2025-01-04 09:47:00,BLM_01,2885.0,62.816,3.9484000000000004,13.0,46.85,454.44,1.91,0
4429,2025-01-04 09:48:00,BLM_02,3092.0,74.22800000000001,3.8987,13.56,43.76,502.65,1.83,0
4430,2025-01-04 09:49:00,BLM_01,2794.0,74.86,2.359,12.73,47.56,532.7,1.61,0
4431,2025-01-04 09:50:00,BLM_01,3069.0,77.872,3.3293,15.35,47.91,548.59,1.67,0
4432,2025-01-04 09:51:00,BLM_02,3024.0,72.604,4.4296,12.34,47.82,579.86,1.86,0
4433,2025-01-04 09:52:00,BLM_03,3119.0,66.556,4.5899,12.11,45.5,540.91,1.67,1
4434,2025-01-04 09:53:00,BLM_01,3108.0,75.158,3.5302000000000002,11.53,47.8,535.55,1.46,0
4435,2025-01-04 09:54:00,BLM_01,2756.0,89.08,3.1605,12.18,48.41,519.71,1.75,1
4436,2025-01-04 09:55:00,BLM_01,3025.0,73.772,4.3308,12.5,49.15,514.39,1.4,0
4437,2025-01-04 09:56:00,BLM_01,3262.0,67.704,4.0211,12.22,48.67,517.92,2.28,0
4438,2025-01-04 09:57:00,BLM_02,2607.0,70.606,3.7414,13.41,47.22,546.5,1.66,0
4439,2025-01-04 09:58:00,BLM_02,3174.0,74.928,4.4317,8.27,47.65,466.92,1.79,0
4440,2025-01-04 09:59:00,BLM_01,3288.0,72.0,3.002,11.75,48.64,574.15,2.1,0
4441,2025-01-04 10:00:00,BLM_03,2733.0,71.032,4.6423000000000005,12.93,46.94,553.12,2.42,1
4442,2025-01-04 10:01:00,BLM_01,2879.0,83.174,2.7826,12.51,45.87,544.72,1.75,0
4443,2025-01-04 10:02:00,BLM_03,3093.0,77.506,3.2529,9.71,47.05,601.2,1.6,0
4444,2025-01-04 10:03:00,BLM_01,2840.0,73.058,3.1032,12.95,48.97,576.77,1.96,0
4445,2025-01-04 10:04:00,BLM_03,3246.0,73.11,3.4234999999999998,12.09,49.8,555.74,1.79,0
4446,2025-01-04 10:05:00,BLM_01,3191.0,75.10199999999999,4.0438,13.38,50.33,579.41,1.77,0
4447,2025-01-04 10:06:00,BLM_03,2751.0,77.81400000000001,4.3041,13.04,45.88,521.98,1.85,0
4448,2025-01-04 10:07:00,BLM_01,2866.0,82.876,3.7744,12.58,52.81,576.7,1.91,0
4449,2025-01-04 10:08:00,BLM_01,3139.0,71.018,2.9447,12.01,46.23,586.94,2.31,0
4450,2025-01-04 10:09:00,BLM_03,3132.0,66.94,2.435,12.52,47.43,439.88,1.47,0
4451,2025-01-04 10:10:00,BLM_02,3399.0,70.012,4.4253,12.52,50.97,629.65,2.28,0
4452,2025-01-04 10:11:00,BLM_03,2842.0,67.774,4.345599999999999,14.39,43.83,565.03,1.75,0
4453,2025-01-04 10:12:00,BLM_02,3263.0,63.226,4.5859,17.38,48.33,577.48,2.02,1
4454,2025-01-04 10:13:00,BLM_01,2835.0,83.778,3.7462,10.07,47.28,598.74,1.84,0
4455,2025-01-04 10:14:00,BLM_03,3090.0,79.89,4.3065,7.23,44.51,543.85,1.81,0
4456,2025-01-04 10:15:00,BLM_03,3161.0,57.932,3.3868,11.05,44.55,531.27,1.85,0
4457,2025-01-04 10:16:00,BLM_03,2461.0,75.444,4.177099999999999,10.31,50.81,563.49,1.6,0
4458,2025-01-04 10:17:00,BLM_02,3164.0,71.276,3.4974,13.51,49.29,674.17,2.2,0
4459,2025-01-04 10:18:00,BLM_02,3249.0,70.44800000000001,3.2677,14.69,50.37,545.47,1.94,0
4460,2025-01-04 10:19:00,BLM_01,3197.0,56.510000000000005,3.998,13.47,45.4,521.17,1.9,0
4461,2025-01-04 10:20:00,BLM_02,3370.0,73.74199999999999,3.9683,11.43,48.72,610.39,1.72,0
4462,2025-01-04 10:21:00,BLM_02,3174.0,74.464,4.4786,13.32,53.64,456.09,1.45,0
4463,2025-01-04 10:22:00,BLM_01,2903.0,65.68599999999999,2.9389000000000003,14.19,47.41,545.08,1.97,0
4464,2025-01-04 10:23:00,BLM_03,3223.0,85.288,4.4892,13.2,48.13,521.39,1.98,1
4465,2025-01-04 10:24:00,BLM_03,2893.0,79.47,3.9295,12.99,48.03,578.3,1.95,0
4466,2025-01-04 10:25:00,BLM_01,3015.0,66.472,4.5898,11.79,47.73,556.13,1.82,1
4467,2025-01-04 10:26:00,BLM_03,3150.0,81.094,4.5801,9.81,46.05,500.49,1.74,1
4468,2025-01-04 10:27:00,BLM_02,3081.0,70.676,2.1403999999999996,13.97,48.11,579.12,2.11,0
4469,2025-01-04 10:28:00,BLM_01,3243.0,81.328,4.5707,15.05,52.07,513.07,1.92,1
4470,2025-01-04 10:29:00,BLM_01,3448.0,63.839999999999996,4.611,9.52,47.87,547.87,1.87,1
4471,2025-01-04 10:30:00,BLM_01,2795.0,75.132,2.9613,13.38,51.05,530.78,1.43,0
4472,2025-01-04 10:31:00,BLM_03,2941.0,65.434,2.7516,10.56,55.14,586.66,1.34,0
4473,2025-01-04 10:32:00,BLM_01,3057.0,68.086,4.3819,12.84,45.97,529.35,2.38,0
4474,2025-01-04 10:33:00,BLM_01,2917.0,60.428,3.9222,9.48,49.35,410.9,2.01,0
4475,2025-01-04 10:34:00,BLM_01,2986.0,65.31,3.3925,13.41,45.09,499.81,2.12,0
4476,2025-01-04 10:35:00,BLM_03,3140.0,65.272,4.8528,12.77,47.65,552.84,1.4,1
4477,2025-01-04 10:36:00,BLM_02,3116.0,64.394,4.0531,13.49,54.24,520.32,2.05,0
4478,2025-01-04 10:37:00,BLM_01,3045.0,75.276,2.3834,13.17,49.62,603.65,1.73,0
4479,2025-01-04 10:38:00,BLM_02,3027.0,61.598,3.1337,12.34,48.77,504.06,1.83,0
4480,2025-01-04 10:39:00,BLM_03,2960.0,76.05000000000001,4.574,13.42,45.04,575.95,1.94,1
4481,2025-01-04 10:40:00,BLM_03,3253.0,81.00200000000001,3.8743,11.2,46.49,586.36,1.84,0
4482,2025-01-04 10:41:00,BLM_03,3299.0,67.744,3.3446,13.04,45.91,557.93,1.84,0
4483,2025-01-04 10:42:00,BLM_03,3183.0,73.37599999999999,4.164899999999999,11.01,45.43,568.41,1.58,0
4484,2025-01-04 10:43:00,BLM_02,2793.0,71.618,3.4152,13.13,50.07,543.93,1.95,0
4485,2025-01-04 10:44:00,BLM_01,2953.0,71.09,2.9755,11.66,49.72,562.4,1.58,0
4486,2025-01-04 10:45:00,BLM_03,3036.0,56.082,4.5558,12.88,47.59,528.13,1.59,1
4487,2025-01-04 10:46:00,BLM_03,2831.0,66.084,4.6661,11.48,46.63,560.18,1.83,1
4488,2025-01-04 10:47:00,BLM_02,3014.0,84.206,4.1864,11.52,49.82,537.05,1.48,0
4489,2025-01-04 10:48:00,BLM_02,3004.0,76.24799999999999,2.7767,11.6,52.21,537.04,2.09,0
4490,2025-01-04 10:49:00,BLM_03,3195.0,72.29,5.147,9.6,50.48,520.07,2.1,1
4491,2025-01-04 10:50:00,BLM_01,2910.0,59.832,5.1173,13.56,48.27,540.24,1.69,1
4492,2025-01-04 10:51:00,BLM_01,3209.0,78.134,4.7376000000000005,12.08,50.31,617.89,1.74,1
4493,2025-01-04 10:52:00,BLM_03,2828.0,67.606,4.0579,9.68,50.42,539.14,1.81,0
4494,2025-01-04 10:53:00,BLM_02,2853.0,65.328,3.9082,11.02,48.38,592.3,1.31,0
4495,2025-01-04 10:54:00,BLM_03,2932.0,66.03,4.1585,10.92,48.38,573.57,1.43,0
4496,2025-01-04 10:55:00,BLM_03,3009.0,77.562,3.0488,12.72,46.68,561.11,1.98,0
4497,2025-01-04 10:56:00,BLM_02,2565.0,73.494,3.4691,11.62,50.07,562.86,1.9,0
4498,2025-01-04 10:57:00,BLM_03,3083.0,80.04599999999999,3.4394,13.63,47.58,550.95,1.71,0
4499,2025-01-04 10:58:00,BLM_03,3308.0,81.878,4.2797,9.85,45.55,523.81,1.69,0
4500,2025-01-04 10:59:00,BLM_03,3117.0,68.82,4.02,12.78,45.64,627.31,1.98,0
4501,2025-01-04 11:00:00,BLM_02,2962.0,73.702,3.1803,12.64,47.9,597.61,1.33,0
4502,2025-01-04 11:01:00,BLM_01,2805.0,71.884,2.7405999999999997,11.24,45.64,551.94,2.27,0
4503,2025-01-04 11:02:00,BLM_01,2674.0,64.476,4.1009,12.46,54.8,553.11,2.03,0
4504,2025-01-04 11:03:00,BLM_02,2704.0,65.478,3.1112,11.93,49.22,575.46,1.7,0
4505,2025-01-04 11:04:00,BLM_01,2976.0,72.86,2.9715000000000003,14.17,46.77,502.39,1.9,0
4506,2025-01-04 11:05:00,BLM_03,3379.0,73.612,5.3218,12.15,48.46,514.77,2.14,1
4507,2025-01-04 11:06:00,BLM_01,2511.0,73.634,5.4721,14.05,49.84,465.54,1.54,1
4508,2025-01-04 11:07:00,BLM_03,3126.0,73.646,3.5423999999999998,13.5,48.54,540.48,2.12,0
4509,2025-01-04 11:08:00,BLM_01,2878.0,68.30799999999999,2.5727,9.76,45.6,603.62,1.8,0
4510,2025-01-04 11:09:00,BLM_02,2940.0,88.86999999999999,4.703,11.85,47.73,537.31,1.97,1
4511,2025-01-04 11:10:00,BLM_01,2831.0,75.64200000000001,4.0933,13.5,47.4,648.59,2.02,0
4512,2025-01-04 11:11:00,BLM_01,2754.0,69.994,4.3936,12.44,46.86,530.4,1.84,0
4513,2025-01-04 11:12:00,BLM_01,3023.0,76.84599999999999,3.4139,12.15,45.93,558.01,2.07,0
4514,2025-01-04 11:13:00,BLM_02,3047.0,68.068,3.1242,12.26,50.19,537.48,1.69,0
4515,2025-01-04 11:14:00,BLM_01,3120.0,74.22,3.6845,13.09,49.18,449.25,1.79,0
4516,2025-01-04 11:15:00,BLM_02,2697.0,76.832,3.9748,11.3,49.16,537.61,1.61,0
4517,2025-01-04 11:16:00,BLM_03,3157.0,77.894,3.3451,11.48,43.37,512.14,1.63,0
4518,2025-01-04 11:17:00,BLM_01,3161.0,65.236,4.7654,13.51,47.0,560.56,1.85,1
4519,2025-01-04 11:18:00,BLM_02,3076.0,95.238,2.6357,12.37,51.12,607.41,2.01,1
4520,2025-01-04 11:19:00,BLM_02,2924.0,82.31,4.146,11.68,48.98,534.12,1.48,0
4521,2025-01-04 11:20:00,BLM_01,3056.0,88.272,3.9463,12.07,45.09,566.71,1.9,1
4522,2025-01-04 11:21:00,BLM_03,2971.0,72.254,4.7066,12.92,52.17,540.4,2.09,1
4523,2025-01-04 11:22:00,BLM_02,3174.0,75.77600000000001,3.1869,11.97,41.94,590.38,2.13,0
4524,2025-01-04 11:23:00,BLM_01,2934.0,74.308,4.347200000000001,12.29,48.32,652.63,1.77,0
4525,2025-01-04 11:24:00,BLM_03,3019.0,70.22,4.1875,8.91,52.29,616.82,1.54,0
4526,2025-01-04 11:25:00,BLM_02,2687.0,79.352,4.0278,12.44,44.08,522.27,1.97,0
4527,2025-01-04 11:26:00,BLM_02,3055.0,67.864,3.2380999999999998,11.77,46.81,612.15,1.91,0
4528,2025-01-04 11:27:00,BLM_03,2865.0,78.946,3.3184,13.66,44.49,563.51,1.8,0
4529,2025-01-04 11:28:00,BLM_03,3092.0,70.568,3.6487,11.91,51.53,605.43,1.73,0
4530,2025-01-04 11:29:00,BLM_01,3142.0,76.85000000000001,3.509,14.67,45.95,503.82,1.88,0
4531,2025-01-04 11:30:00,BLM_01,2890.0,84.292,4.7393,13.1,50.49,546.01,1.91,1
4532,2025-01-04 11:31:00,BLM_02,3006.0,73.13399999999999,3.9495999999999998,10.66,51.47,558.04,1.7,0
4533,2025-01-04 11:32:00,BLM_03,3031.0,79.526,4.4199,9.78,44.79,547.57,1.75,0
4534,2025-01-04 11:33:00,BLM_03,3066.0,70.508,2.8402000000000003,11.85,44.26,563.04,1.45,0
4535,2025-01-04 11:34:00,BLM_03,3142.0,65.8,2.5705,12.05,49.2,545.05,1.88,0
4536,2025-01-04 11:35:00,BLM_02,3119.0,85.702,3.7408,8.94,49.94,533.96,1.9,1
4537,2025-01-04 11:36:00,BLM_03,2932.0,79.304,2.9711,11.91,47.82,529.42,1.49,0
4538,2025-01-04 11:37:00,BLM_03,3288.0,73.136,3.8914,11.41,48.06,513.16,1.77,0
4539,2025-01-04 11:38:00,BLM_02,3135.0,78.94800000000001,3.2717,12.36,51.7,563.87,1.67,0
4540,2025-01-04 11:39:00,BLM_01,3253.0,66.97,4.072,15.63,47.4,543.59,2.09,0
4541,2025-01-04 11:40:00,BLM_01,3062.0,77.18199999999999,3.3123,8.99,51.44,525.72,1.48,0
4542,2025-01-04 11:41:00,BLM_02,3073.0,75.604,4.2526,13.7,46.56,482.56,2.08,0
4543,2025-01-04 11:42:00,BLM_03,2979.0,78.636,3.2428999999999997,12.87,53.99,574.23,2.12,0
4544,2025-01-04 11:43:00,BLM_02,2920.0,85.578,2.5532,11.11,45.79,580.41,1.19,1
4545,2025-01-04 11:44:00,BLM_01,3176.0,84.23,4.4635,12.04,50.96,507.81,1.96,0
4546,2025-01-04 11:45:00,BLM_01,3048.0,64.372,3.3238,13.64,45.58,554.64,1.93,0
4547,2025-01-04 11:46:00,BLM_02,2976.0,60.124,4.8241,12.2,49.97,525.47,1.42,1
4548,2025-01-04 11:47:00,BLM_02,2816.0,75.816,3.4143999999999997,8.52,47.98,582.32,1.72,0
4549,2025-01-04 11:48:00,BLM_01,3280.0,75.288,3.2847,12.66,48.69,527.69,1.69,0
4550,2025-01-04 11:49:00,BLM_02,3020.0,66.14999999999999,3.665,13.3,49.66,527.88,1.56,0
4551,2025-01-04 11:50:00,BLM_01,2779.0,67.372,3.4753,11.26,48.61,555.9,1.64,0
4552,2025-01-04 11:51:00,BLM_02,3015.0,68.714,3.9555999999999996,13.55,48.39,531.1,2.01,0
4553,2025-01-04 11:52:00,BLM_02,2964.0,83.45599999999999,4.145899999999999,13.7,43.35,528.01,1.82,0
4554,2025-01-04 11:53:00,BLM_02,2956.0,70.798,4.2562,14.35,51.45,522.34,1.65,0
4555,2025-01-04 11:54:00,BLM_01,3104.0,63.58,3.8064999999999998,13.81,51.82,530.1,1.51,0
4556,2025-01-04 11:55:00,BLM_02,2964.0,73.66199999999999,2.8167999999999997,16.58,47.73,533.13,2.01,1
4557,2025-01-04 11:56:00,BLM_01,2945.0,74.09400000000001,5.0771,14.1,49.39,550.58,2.22,1
4558,2025-01-04 11:57:00,BLM_01,3245.0,66.896,3.6074,12.31,51.41,542.71,1.75,0
4559,2025-01-04 11:58:00,BLM_02,2687.0,78.24799999999999,3.5677000000000003,13.44,49.5,572.26,1.78,0
4560,2025-01-04 11:59:00,BLM_02,2991.0,82.08,3.808,12.24,46.67,498.09,2.44,0
4561,2025-01-04 12:00:00,BLM_01,3167.0,71.632,3.6883,11.55,45.0,644.01,2.01,0
4562,2025-01-04 12:01:00,BLM_01,3113.0,63.594,2.6486,10.13,49.59,551.0,2.08,0
4563,2025-01-04 12:02:00,BLM_03,3184.0,72.206,4.2689,11.79,48.35,593.71,1.66,0
4564,2025-01-04 12:03:00,BLM_01,3364.0,76.238,3.2992,13.61,47.99,571.73,1.59,0
4565,2025-01-04 12:04:00,BLM_03,3306.0,59.02,3.6395,10.56,46.1,555.43,2.12,0
4566,2025-01-04 12:05:00,BLM_03,2792.0,77.50200000000001,5.0998,12.75,47.15,570.3,1.91,1
4567,2025-01-04 12:06:00,BLM_03,2710.0,71.51400000000001,4.5301,11.4,48.84,565.28,1.85,1
4568,2025-01-04 12:07:00,BLM_02,3059.0,74.446,5.0004,12.09,47.26,542.09,1.9,1
4569,2025-01-04 12:08:00,BLM_02,2756.0,72.108,3.4006999999999996,11.99,48.08,657.72,2.23,0
4570,2025-01-04 12:09:00,BLM_01,2653.0,68.87,4.381,12.45,47.92,600.16,1.62,0
4571,2025-01-04 12:10:00,BLM_03,3057.0,73.362,4.1513,16.18,49.64,478.26,1.84,1
4572,2025-01-04 12:11:00,BLM_02,3102.0,70.584,3.8316,11.17,44.41,597.29,1.63,0
4573,2025-01-04 12:12:00,BLM_02,3308.0,71.646,3.3419,12.04,47.11,553.19,1.87,0
4574,2025-01-04 12:13:00,BLM_02,3138.0,67.988,4.632199999999999,11.72,45.25,623.65,2.0,1
4575,2025-01-04 12:14:00,BLM_02,3346.0,77.91000000000001,3.5125,9.41,48.39,535.31,1.88,0
4576,2025-01-04 12:15:00,BLM_02,3064.0,82.812,3.9728000000000003,13.65,45.97,444.9,2.23,0
4577,2025-01-04 12:16:00,BLM_03,2795.0,68.044,4.5131,10.61,50.35,534.19,1.67,1
4578,2025-01-04 12:17:00,BLM_03,3148.0,73.33600000000001,3.1934,14.58,46.97,477.91,1.94,0
4579,2025-01-04 12:18:00,BLM_03,3240.0,66.488,3.1136999999999997,10.7,46.56,519.37,2.12,0
4580,2025-01-04 12:19:00,BLM_03,3070.0,76.88,5.634,12.8,45.92,524.32,1.71,1
4581,2025-01-04 12:20:00,BLM_01,3261.0,75.732,3.2743,15.23,48.63,567.0,1.68,0
4582,2025-01-04 12:21:00,BLM_03,2978.0,70.114,5.0046,12.92,44.83,561.47,1.76,1
4583,2025-01-04 12:22:00,BLM_02,3098.0,73.586,3.8349,11.05,47.77,578.8,1.44,0
4584,2025-01-04 12:23:00,BLM_03,2969.0,80.22800000000001,3.5752,10.5,47.71,574.96,2.08,0
4585,2025-01-04 12:24:00,BLM_01,3428.0,62.92,3.6455,8.15,46.69,637.36,1.84,0
4586,2025-01-04 12:25:00,BLM_02,3151.0,65.132,3.8358,11.43,48.55,550.07,1.38,0
4587,2025-01-04 12:26:00,BLM_03,2799.0,78.244,4.8161000000000005,9.55,46.84,573.14,1.69,1
4588,2025-01-04 12:27:00,BLM_03,3333.0,74.556,4.4064,12.05,48.71,589.81,2.13,0
4589,2025-01-04 12:28:00,BLM_03,2868.0,73.688,3.7267,11.33,46.64,520.94,1.72,0
4590,2025-01-04 12:29:00,BLM_02,3002.0,80.78,2.567,12.27,46.14,493.11,2.19,0
4591,2025-01-04 12:30:00,BLM_02,3084.0,79.11200000000001,3.8872999999999998,10.02,48.64,566.58,1.73,0
4592,2025-01-04 12:31:00,BLM_01,3099.0,86.194,3.9676,11.15,50.02,532.02,1.44,1
4593,2025-01-04 12:32:00,BLM_02,3087.0,80.446,4.757899999999999,13.03,55.14,585.11,1.27,1
4594,2025-01-04 12:33:00,BLM_02,2796.0,77.86800000000001,2.8482,12.62,47.15,583.05,2.32,0
4595,2025-01-04 12:34:00,BLM_03,3088.0,73.81,3.5285,8.78,49.93,594.51,1.59,0
4596,2025-01-04 12:35:00,BLM_02,3198.0,73.182,3.5088,13.48,46.89,514.64,1.65,0
4597,2025-01-04 12:36:00,BLM_03,3193.0,74.174,3.8391,10.14,49.89,524.15,1.77,0
4598,2025-01-04 12:37:00,BLM_03,2766.0,75.756,3.9394,9.27,51.26,554.81,1.86,0
4599,2025-01-04 12:38:00,BLM_02,2882.0,65.74799999999999,4.1897,11.62,48.32,541.98,1.55,0
4600,2025-01-04 12:39:00,BLM_01,2812.0,76.05,2.55,16.37,49.78,570.55,2.12,1
4601,2025-01-04 12:40:00,BLM_01,3061.0,72.502,4.0003,11.42,49.11,611.21,1.88,0
4602,2025-01-04 12:41:00,BLM_02,2721.0,76.70400000000001,4.0506,12.19,48.03,545.51,2.11,0
4603,2025-01-04 12:42:00,BLM_01,2798.0,70.166,3.9309,13.25,46.93,489.0,1.3,0
4604,2025-01-04 12:43:00,BLM_03,2880.0,69.58800000000001,3.7611999999999997,10.45,47.12,462.09,1.92,0
4605,2025-01-04 12:44:00,BLM_03,2677.0,75.83000000000001,1.4915,12.57,44.69,491.86,1.9,0
4606,2025-01-04 12:45:00,BLM_02,2995.0,77.552,4.2818000000000005,10.53,50.59,490.38,1.79,0
4607,2025-01-04 12:46:00,BLM_01,2621.0,69.98400000000001,3.2020999999999997,13.01,52.68,580.03,1.67,0
4608,2025-01-04 12:47:00,BLM_01,3087.0,83.446,4.3124,12.73,44.48,547.84,1.43,0
4609,2025-01-04 12:48:00,BLM_03,2929.0,83.408,4.7627,12.57,50.6,553.36,1.46,1
4610,2025-01-04 12:49:00,BLM_02,2888.0,63.14,2.713,12.31,47.89,582.47,2.12,0
4611,2025-01-04 12:50:00,BLM_01,2917.0,68.782,4.2933,15.63,46.4,611.33,1.89,0
4612,2025-01-04 12:51:00,BLM_02,2989.0,75.034,3.0236,12.43,48.36,541.23,1.75,0
4613,2025-01-04 12:52:00,BLM_01,3107.0,76.826,3.8539000000000003,12.96,45.99,583.42,1.74,0
4614,2025-01-04 12:53:00,BLM_03,3237.0,89.158,3.7942,12.66,48.59,565.85,2.06,1
4615,2025-01-04 12:54:00,BLM_03,3183.0,75.22,4.4145,10.2,47.27,479.92,2.04,0
4616,2025-01-04 12:55:00,BLM_02,3402.0,73.422,4.3148,10.62,47.14,483.21,1.6,0
4617,2025-01-04 12:56:00,BLM_03,3122.0,66.264,4.0651,10.05,50.94,534.71,1.44,0
4618,2025-01-04 12:57:00,BLM_01,3025.0,63.135999999999996,2.7354000000000003,10.59,43.63,558.86,1.89,0
4619,2025-01-04 12:58:00,BLM_03,2918.0,73.298,2.1257,11.09,46.58,571.63,2.11,0
4620,2025-01-04 12:59:00,BLM_02,2924.0,88.64,4.526,11.64,43.05,541.1,1.97,1
4621,2025-01-04 13:00:00,BLM_02,3097.0,72.762,4.4063,11.62,48.33,473.67,2.22,0
4622,2025-01-04 13:01:00,BLM_02,2820.0,68.834,3.1866000000000003,13.04,46.76,533.45,1.76,0
4623,2025-01-04 13:02:00,BLM_01,3041.0,77.40599999999999,4.1269,14.43,46.2,467.31,1.87,0
4624,2025-01-04 13:03:00,BLM_01,2997.0,60.208,3.7372,14.06,48.71,540.79,1.79,0
4625,2025-01-04 13:04:00,BLM_01,2869.0,74.81,4.6475,12.5,49.53,575.22,1.99,1
4626,2025-01-04 13:05:00,BLM_01,2811.0,80.02199999999999,3.9478,10.5,50.96,569.3,1.62,0
4627,2025-01-04 13:06:00,BLM_01,3454.0,67.624,4.5181000000000004,13.89,55.33,527.4,1.85,1
4628,2025-01-04 13:07:00,BLM_03,2749.0,83.836,3.4583999999999997,11.01,46.58,568.2,2.21,0
4629,2025-01-04 13:08:00,BLM_01,2988.0,78.878,4.0887,12.78,46.31,499.61,1.62,0
4630,2025-01-04 13:09:00,BLM_01,3220.0,83.91000000000001,3.599,12.51,48.01,521.12,1.3,0
4631,2025-01-04 13:10:00,BLM_03,3095.0,64.632,3.4593,10.09,48.22,475.45,1.93,0
4632,2025-01-04 13:11:00,BLM_01,2915.0,73.004,2.2596,11.05,52.33,526.09,2.36,0
4633,2025-01-04 13:12:00,BLM_02,2785.0,80.71600000000001,4.539899999999999,12.92,49.3,515.11,1.63,1
4634,2025-01-04 13:13:00,BLM_01,3023.0,63.778,5.1102,11.72,45.64,531.6,2.12,1
4635,2025-01-04 13:14:00,BLM_01,2525.0,80.89999999999999,2.9205,17.24,45.5,537.77,1.8,1
4636,2025-01-04 13:15:00,BLM_02,3031.0,73.012,4.380800000000001,11.2,49.7,561.22,1.55,0
4637,2025-01-04 13:16:00,BLM_02,3006.0,80.854,4.3511,10.19,47.48,461.64,1.97,0
4638,2025-01-04 13:17:00,BLM_02,3193.0,75.79599999999999,3.5314,12.13,51.54,511.3,1.44,0
4639,2025-01-04 13:18:00,BLM_02,2794.0,84.15799999999999,3.3716999999999997,11.42,49.29,594.03,2.18,0
4640,2025-01-04 13:19:00,BLM_01,2942.0,65.24000000000001,4.722,8.91,45.39,594.8,1.83,1
4641,2025-01-04 13:20:00,BLM_02,3079.0,76.582,4.6423000000000005,13.5,45.06,552.51,1.37,1
4642,2025-01-04 13:21:00,BLM_02,3037.0,63.704,4.2126,13.78,48.86,553.48,2.26,0
4643,2025-01-04 13:22:00,BLM_03,2758.0,77.226,3.5329,13.54,47.15,499.27,2.01,0
4644,2025-01-04 13:23:00,BLM_02,2883.0,76.578,4.6532,12.58,50.85,533.2,1.88,1
4645,2025-01-04 13:24:00,BLM_02,3252.0,72.29,3.3034999999999997,11.76,48.85,587.0,2.02,0
4646,2025-01-04 13:25:00,BLM_03,3047.0,68.80199999999999,4.883800000000001,12.31,48.8,494.0,1.19,1
4647,2025-01-04 13:26:00,BLM_03,2700.0,72.014,5.0341000000000005,11.78,44.93,556.51,1.64,1
4648,2025-01-04 13:27:00,BLM_01,3159.0,74.976,4.7244,10.86,46.81,575.06,2.43,1
4649,2025-01-04 13:28:00,BLM_03,2712.0,76.288,4.1347000000000005,14.77,47.88,552.13,1.83,0
4650,2025-01-04 13:29:00,BLM_01,2945.0,87.83,2.115,14.28,43.31,543.3,1.64,1
4651,2025-01-04 13:30:00,BLM_03,3101.0,80.412,3.7653,13.19,49.56,542.84,1.84,0
4652,2025-01-04 13:31:00,BLM_03,3218.0,70.194,5.1356,11.23,50.13,572.53,1.53,1
4653,2025-01-04 13:32:00,BLM_01,2579.0,78.366,4.5559,13.05,46.68,558.76,2.19,1
4654,2025-01-04 13:33:00,BLM_03,3128.0,80.47800000000001,4.196199999999999,11.57,51.17,572.25,1.69,0
4655,2025-01-04 13:34:00,BLM_01,3155.0,69.72,3.4165,11.5,51.06,533.49,1.41,0
4656,2025-01-04 13:35:00,BLM_03,2900.0,79.232,4.6168000000000005,11.97,49.31,535.56,1.84,1
4657,2025-01-04 13:36:00,BLM_02,3016.0,63.904,2.7971,12.79,47.85,574.7,2.05,0
4658,2025-01-04 13:37:00,BLM_03,2451.0,69.466,3.7774,11.28,50.49,509.87,1.97,0
4659,2025-01-04 13:38:00,BLM_01,2505.0,64.348,5.1177,11.75,44.27,499.21,1.45,1
4660,2025-01-04 13:39:00,BLM_03,3200.0,72.84,3.338,14.37,48.19,652.28,1.56,0
4661,2025-01-04 13:40:00,BLM_01,2903.0,71.002,4.3283000000000005,8.99,45.89,569.02,1.27,0
4662,2025-01-04 13:41:00,BLM_01,2938.0,71.544,2.6686,13.83,46.34,538.95,1.98,0
4663,2025-01-04 13:42:00,BLM_02,3042.0,80.036,3.4389000000000003,11.76,49.12,518.74,1.92,0
4664,2025-01-04 13:43:00,BLM_02,2934.0,74.958,4.0291999999999994,11.17,45.99,508.65,1.94,0
4665,2025-01-04 13:44:00,BLM_01,2917.0,79.92999999999999,4.1495,11.46,44.17,547.83,1.69,0
4666,2025-01-04 13:45:00,BLM_03,3071.0,85.71199999999999,5.3498,12.02,53.55,545.71,1.32,1
4667,2025-01-04 13:46:00,BLM_01,2731.0,88.994,3.5501,13.67,46.49,569.74,1.6,1
4668,2025-01-04 13:47:00,BLM_01,3209.0,73.356,4.320399999999999,12.32,45.89,491.54,2.08,0
4669,2025-01-04 13:48:00,BLM_03,2959.0,78.07799999999999,4.3007,11.11,50.99,493.37,1.89,0
4670,2025-01-04 13:49:00,BLM_03,2819.0,73.26,3.4909999999999997,13.24,46.49,561.7,1.37,0
4671,2025-01-04 13:50:00,BLM_03,2795.0,81.442,4.5713,11.83,44.83,567.39,1.73,1
4672,2025-01-04 13:51:00,BLM_03,3008.0,80.08399999999999,4.3716,12.95,45.71,590.67,1.94,0
4673,2025-01-04 13:52:00,BLM_01,2945.0,69.726,3.7119,12.49,46.92,624.77,1.77,0
